24004-ELLA BAILEY REC CTR,"100 E HEATH ST,",1477,448,2,13,0,0,487,14,2441
"","BALTIMORE, MD 21230",,,,,,,,,
24005-SCHOOL #76 F SCOTT KEY ELEM,"1425 E FORT AVE,",2100,741,2,17,2,1,803,18,3684
"","BALTIMORE, MD 21230",,,,,,,,,
25001-SCHOOL #246 BEECHFIELD ELEM,"301 S BEECHFIELD AVE,",2272,159,4,4,4,0,321,29,2793
"","BALTIMORE, MD 21229",,,,,,,,,
25002-SCHOOL #246 BEECHFIELD ELEM,"301 S BEECHFIELD AVE,",1594,65,4,2,1,2,214,22,1904
"","BALTIMORE, MD 21229",,,,,,,,,
25003-SCHOOL #226 VIOLETVILLE,"1207 PINE HGTS AVE,",911,378,3,9,1,0,324,19,1645
ELEM/MID,"BALTIMORE, MD 21229",,,,,,,,,
25004-SCHOOL #220 MORRELL PARK,"2601 TOLLEY ST,",1292,486,5,14,2,1,515,38,2353
ELEM/MID,"BALTIMORE, MD 21230",,,,,,,,,
25005-SCHOOL #12 LAKELAND ELEM/MID,2921  STRANDEN RD (REC,1362,177,1,5,4,0,291,22,1862
"","CTR), BALTIMORE, MD",,,,,,,,,
"",21230,,,,,,,,,
25006-SCHOOL #225 WESTPORT ELEM,"2401 NEVADA ST,",756,37,1,2,1,0,96,9,902
"","BALTIMORE, MD 21230",,,,,,,,,
25007-ENGINE HOUSE #58,"2425 1/2 ANNAPOLIS RD,",350,24,1,1,0,0,56,8,440
"","BALTIMORE, MD 21230",,,,,,,,,
25008-SCHOOL #164 ARUNDEL ELEM,"2400 ROUND RD,",1729,85,1,7,2,0,244,31,2099
"","BALTIMORE, MD 21225",,,,,,,,,
25009-SCHOOL #159 CHERRY HILL ELEM,"801 BRIDGEVIEW ROAD,",989,37,0,3,3,0,109,7,1148
"","BALTIMORE, MD 21225",,,,,,,,,
25010-SCHOOL #422  NEW ERA ACADEMY,"2700 SEAMON AVE,",1050,40,2,0,2,0,132,12,1238
"","BALTIMORE, MD 21225",,,,,,,,,
25011-SCHOOL #203 MARIE FARRING,"300 PONTIAC AVE,",348,121,1,1,0,0,127,6,604
ELEM,"BALTIMORE, MD 21225",,,,,,,,,
25012-SCHOOL #203 MARIE FARRING,"300 PONTIAC AVE,",712,202,4,4,2,0,268,16,1208
ELEM,"BALTIMORE, MD 21225",,,,,,,,,
25013-ENOCH PRATT FREE LIBRARY,"300 E PATAPSCO AVE,",433,136,0,3,1,0,157,15,745
BROOKLYN BRANCH,"BALTIMORE, MD 21225",,,,,,,,,
25014-BROOKLYN HOMES,"4140 TENTH ST,",743,68,0,2,1,0,173,20,1007
"","BALTIMORE, MD 21225",,,,,,,,,
25015-SCHOOL #239 MASONVILLE COVE,"1201 CAMBRIA ST,",733,130,0,3,3,1,202,17,1089
"@ BEN FRANKLIN","BALTIMORE, MD 21225",,,,,,,,,
25016-CURTIS BAY REC CTR,"1630 FILBERT ST,",828,254,9,2,4,2,337,20,1456
"","BALTIMORE, MD 21226",,,,,,,,,
25017-SCHOOL #226 VIOLETVILLE,"1207 PINE HGTS AVE,",268,50,0,0,2,0,72,6,398
ELEM/MID,"BALTIMORE, MD 21229",,,,,,,,,
25018-SCHOOL #226 VIOLETVILLE,"1207 PINE HGTS AVE,",167,26,0,0,1,0,34,0,228
ELEM/MID,"BALTIMORE, MD 21229",,,,,,,,,
26001-ST HELENA COMMUNITY ASSOC,"6509 COLGATE AVE,",149,60,0,3,1,0,69,3,285
"","BALTIMORE, MD 21222",,,,,,,,,
26002-SCHOOL #240 GRACELAND PARK,"6300 ODONNELL ST,",1073,154,3,1,1,0,228,23,1483
ELEM,"BALTIMORE, MD 21224",,,,,,,,,
26003-SCHOOL #240 GRACELAND PARK,"6300 ODONNELL ST,",693,273,2,3,2,0,236,15,1224
ELEM,"BALTIMORE, MD 21224",,,,,,,,,
26004-SCHOOL #405  PATTERSON SR,"100 KANE ST, BALTIMORE,",531,142,5,2,2,0,155,9,846
HIGH,MD 21224,,,,,,,,,
26005-JOSEPH LEE FIELDHOUSE,"5900 E PRATT ST,",279,67,1,4,0,1,81,8,441
"","BALTIMORE, MD 21224",,,,,,,,,
26006-ST NICHOLAS CHURCH HALL,"520 S PONCA ST- REAR,",561,146,0,3,0,0,196,10,916
"","BALTIMORE, MD 21224",,,,,,,,,
26007-ST NICHOLAS CHURCH HALL,"520 S PONCA ST - REAR,",819,256,2,5,0,1,311,21,1415
"","BALTIMORE, MD 21224",,,,,,,,,
26008-CANTON BAPTIST CHURCH,"3302 TOONE ST,",812,285,3,7,0,0,375,14,1496
"","BALTIMORE, MD 21224",,,,,,,,,
26009-SOUTHEAST ANCHOR LIBRARY,"3601 EASTERN AVE,",1639,597,2,18,0,0,666,22,2944
"","BALTIMORE, MD 21224",,,,,,,,,
26010-SCHOOL #215 HIGHLANDTOWN,"3223 E PRATT ST,",1311,255,10,10,2,3,352,17,1960
ELEM,"BALTIMORE, MD 21224",,,,,,,,,
26011-SCHOOL #237 HIGHLANDTOWN,"231 S EATON STREET,",580,95,5,8,1,1,176,10,876
ELEM/MIDDLE,"BALTIMORE, MD 21224",,,,,,,,,
26012-ENGINE HOUSE #51,"646 N HIGHLAND AVE,",387,41,1,0,1,0,53,4,487
"","BALTIMORE, MD 21205",,,,,,,,,
26013-CARROLL COOK REC CTR,"5061 E EAGER ST,",395,189,2,5,0,0,165,15,771
"","BALTIMORE, MD 21205",,,,,,,,,
26014-SCHOOL #243 ARMISTEAD,"5001 E. EAGER ST,",373,184,4,3,0,1,159,9,733
GARDENS ELEM SCHOOL,"BALTIMORE, MD 21205",,,,,,,,,
26015-SCHOOL #105 MORAVIA PARK ELEM,"6001 FRANKFORD AVE,",1283,52,5,5,0,0,174,19,1538
"","BALTIMORE, MD 21206",,,,,,,,,
26016-SCHOOL #374  VANGUARD,5001 SINCLAIR LANE,1048,35,1,2,0,0,140,20,1246
COLLEGIATE MIDDLE,(REAR) ENTER ON,,,,,,,,,
"","TRUESDALE AVE. ,",,,,,,,,,
"","BALTIMORE, MD 21206",,,,,,,,,
26017-ORCHARD RIDGE @ WOODSIDE,4340 ORCHARD RIDGE,486,21,2,1,1,0,64,5,580
"","BLVD, BALTIMORE, MD",,,,,,,,,
"",21213,,,,,,,,,
26018-SCHOOL #248 SINCLAIR LANE ELEM,"3880 SINCLAIR LN,",899,49,1,2,0,0,93,10,1054
"","BALTIMORE, MD 21213",,,,,,,,,
26019-ENOCH PRATT FREE LIBRARY,"3801 ERDMAN AVE,",1178,46,0,4,1,1,155,16,1401
HERRING RUN BRANCH,"BALTIMORE, MD 21213",,,,,,,,,
26020-SCHOOL #231 BREHMS LANE ELEM,"3536 BREHMS LN,",604,33,0,1,0,2,90,10,740
"","BALTIMORE, MD 21213",,,,,,,,,
26021-SCHOOL #231 BREHMS LANE ELEM,"3536 BREHMS LN,",788,30,1,2,1,0,97,9,928
"","BALTIMORE, MD 21213",,,,,,,,,
26022-JERUSALEM EV LUTHERAN CHURCH,"4605 BELAIR RD,",594,34,1,0,0,0,95,5,729
"","BALTIMORE, MD 21206",,,,,,,,,
26023-JERUSALEM EV LUTHERAN CHURCH,"4605 BELAIR RD,",956,43,2,1,0,0,111,9,1122
"","BALTIMORE, MD 21206",,,,,,,,,
26024-SCHOOL #374  VANGUARD,5001 SINCLAIR LANE,1732,64,2,4,4,0,206,15,2027
COLLEGIATE MIDDLE,(REAR) ENTER ON,,,,,,,,,
"","TRUESDALE AVE. ,",,,,,,,,,
"","BALTIMORE, MD 21206",,,,,,,,,
26025-FURLEY RECREATION CENTER,"4633 FURLEY AVENUE,",1246,63,1,1,1,1,188,14,1515
"","BALTIMORE, MD 21206",,,,,,,,,
26026-SCHOOL #211 GARDENVILLE ELEM,"5300 BELAIR RD,",1331,126,2,6,2,1,215,11,1694
"","BALTIMORE, MD 21206",,,,,,,,,
26027-SCHOOL #210 HAZELWOOD ELEM,"4517 HAZELWOOD AVE,",1085,77,1,2,2,0,159,16,1342
"","BALTIMORE, MD 21206",,,,,,,,,
26028-SCHOOL #210 HAZELWOOD ELEM,"4517 HAZELWOOD AVE,",988,58,0,1,0,0,106,5,1158
"","BALTIMORE, MD 21206",,,,,,,,,
26029-SCHOOL #210 HAZELWOOD ELEM,"4517 HAZELWOOD AVE,",3419,164,8,3,4,1,435,31,4065
"","BALTIMORE, MD 21206",,,,,,,,,
26030-ENGINE HOUSE #54,"5821 BELAIR RD,",729,93,3,2,0,0,108,8,943
"","BALTIMORE, MD 21206",,,,,,,,,
26031-ENGINE HOUSE #54,"5821 BELAIR RD,",504,120,3,4,1,0,151,8,791
"","BALTIMORE, MD 21206",,,,,,,,,
26032-SCHOOL #231 BREHMS LANE ELEM,"3536 BREHMS LN,",1452,60,1,3,6,0,213,22,1757
"","BALTIMORE, MD 21213",,,,,,,,,
26033-SCHOOL #248 SINCLAIR LANE ELEM,"3880 SINCLAIR LN,",1325,43,1,1,5,0,144,14,1533
"","BALTIMORE, MD 21213",,,,,,,,,
27001-JERUSALEM EV LUTHERAN CHURCH,"4605 BELAIR RD,",1678,155,10,3,3,0,281,23,2153
"","BALTIMORE, MD 21206",,,,,,,,,
27002-RAY OF HOPE BAPTIST CHURCH,"3000 PARKSIDE DR,",503,50,2,2,0,2,69,4,632
"","BALTIMORE, MD 21214",,,,,,,,,
27003-ENGINE HOUSE #42,"4522 HARFORD RD,",506,44,6,2,0,0,76,4,638
"","BALTIMORE, MD 21214",,,,,,,,,
27004-HARFORD CENTER FOR SENIOR,"4920 HARFORD ROAD,",421,60,1,0,0,0,86,4,572
CITZENS,"BALTIMORE, MD 21214",,,,,,,,,
27005-SCHOOL #346 CITY NEIGHBORS,"5609 SEFTON  AVE - REAR,",1787,225,10,6,4,0,292,23,2347
HAMILTON,"BALTIMORE, MD 21214",,,,,,,,,
27006-SCHOOL #211 GARDENVILLE ELEM,"5300 BELAIR RD,",2349,201,4,10,2,0,384,26,2976
"","BALTIMORE, MD 21206",,,,,,,,,
27007-SCHOOL #235 GLENMOUNT,"6211 WALTHER AVE,",994,64,3,2,1,1,152,9,1226
ELEM/MID,"BALTIMORE, MD 21206",,,,,,,,,
27008-SCHOOL #235 GLENMOUNT,"6211 WALTHER AVE,",1813,239,5,6,1,1,327,21,2413
ELEM/MID,"BALTIMORE, MD 21206",,,,,,,,,
27009-ENGINE HOUSE #56,"6512 HARFORD RD,",1062,173,6,2,1,0,200,11,1455
"","BALTIMORE, MD 21234",,,,,,,,,
27010-OPEN BIBLE BAPTIST CHURCH,"3902 OVERLEA AVE,",446,145,3,2,2,1,117,4,720
"","BALTIMORE, MD 21206",,,,,,,,,
27011-WOODHOME REC CTR,"7310 MOYER AVE,",1584,385,7,9,2,1,392,33,2413
"","BALTIMORE, MD 21234",,,,,,,,,
27012-NORTH HARFORD REC CTR,"6800 HAMLET AVE,",365,120,5,3,0,0,96,5,594
"","BALTIMORE, MD 21234",,,,,,,,,
27013-SCHOOL #375 BALTIMORE,"2500 E NORTHERN PKWY,",2093,239,7,8,4,4,423,23,2801
COLLEGIATE SCHOOL FOR BOYS,"BALTIMORE, MD 21214",,,,,,,,,
27014-SCHOOL #236  HAMILTON,"6101 OLD  HARFORD RD,",1801,272,9,8,0,1,376,27,2494
ELEM/MID,"BALTIMORE, MD 21214",,,,,,,,,
27015-SCHOOL #855 SUCCESS ACADEMY,"2201 PINEWOOD AVE,",1651,120,5,6,3,0,221,20,2026
"","BALTIMORE, MD 21214",,,,,,,,,
27016-SCHOOL #212 GARRETT HGTS ELEM,"2800 AILSA AVE,",528,52,3,0,0,0,99,2,684
"","BALTIMORE, MD 21214",,,,,,,,,
27017-SCHOOL #212 GARRETT HGTS ELEM,"2800 AILSA AVE,",931,78,2,2,1,1,164,10,1189
"","BALTIMORE, MD 21214",,,,,,,,,
27018-ENGINE HOUSE #42,"4522 HARFORD RD,",1594,116,7,4,2,0,254,12,1989
"","BALTIMORE, MD 21214",,,,,,,,,
27019-SCHOOL #219 YORKWOOD ELEM,"5931 YORKWOOD RD,",620,21,0,0,0,0,89,2,732
"","BALTIMORE, MD 21239",,,,,,,,,
27020-SCHOOL #245 LEITH WALK ELEM,"1235 SHERWOOD AVENUE,",1947,94,1,5,2,1,250,13,2313
SCH,,,,,,,,,,
27021-SCHOOL #219 YORKWOOD ELEM,"5931 YORKWOOD RD,",1959,56,5,6,1,0,243,17,2287
"","BALTIMORE, MD 21239",,,,,,,,,
27022-SCHOOL #242 NORTHWOOD ELEM,"5201 LOCH RAVEN BLVD,",2244,69,3,3,2,1,193,27,2542
"","BALTIMORE, MD 21239",,,,,,,,,
27023-SCHOOL #242 NORTHWOOD ELEM,"5201 LOCH RAVEN BLVD,",487,11,0,1,0,0,61,2,562
"","BALTIMORE, MD 21239",,,,,,,,,
27024-SCHOOL #242 NORTHWOOD ELEM,"5201 LOCH RAVEN BLVD,",505,21,0,0,0,0,62,5,593
"","BALTIMORE, MD 21239",,,,,,,,,
27025-NORTHWOOD APPOLD COMM,"4417 LOCH RAVEN BLVD,",1109,41,1,1,1,0,104,6,1263
ACADEMY,"BALTIMORE, MD 21218",,,,,,,,,
27026-THE LEAGUE FOR PEOPLE WITH,1111 E COLDSPRING,672,27,3,1,1,1,102,6,813
DISABILITIES,"LANE, BALTIMORE, MD",,,,,,,,,
"",21239,,,,,,,,,
27027-THE LEAGUE FOR PEOPLE WITH,1111 E COLDSPRING,1432,33,2,1,2,0,166,10,1646
DISABILITIES,"LANE, BALTIMORE, MD",,,,,,,,,
"",21239,,,,,,,,,
27028-MEDFIELD/GOVANS ELEM @,900 WOODBOURNE AVE AT,1090,33,3,1,0,0,109,10,1246
CHINQUAPIN,"TUNBRIDGE, BALTIMORE,",,,,,,,,,
"",MD 21212,,,,,,,,,
27029-MEDFIELD/GOVANS ELEM @,900 WOODBOURNE AVE AT,778,25,0,4,0,0,84,4,895
CHINQUAPIN,"TUNBRIDGE, BALTIMORE,",,,,,,,,,
"",MD 21212,,,,,,,,,
27030-SCHOOL #242 NORTHWOOD ELEM,"5201 LOCH RAVEN BLVD,",1209,32,3,2,0,0,129,12,1387
"","BALTIMORE, MD 21239",,,,,,,,,
27031-SCHOOL #245 LEITH WALK ELEM,"1235 SHERWOOD AVENUE,",1881,72,4,5,4,0,220,14,2200
SCH,"BALTIMORE, MD 21239",,,,,,,,,
27032-NORTHSIDE BAPTIST CHURCH,"1100 E NORTHERN PKWY,",1898,138,11,10,2,0,297,16,2372
"","BALTIMORE, MD 21239",,,,,,,,,
27033-MEDFIELD/GOVANS ELEM @,900 WOODBOURNE AVE AT,1906,93,6,5,3,3,274,16,2306
CHINQUAPIN,"TUNBRIDGE, BALTIMORE,",,,,,,,,,
"",MD 21212,,,,,,,,,
27034-DEWEESE REC CTR,"5501 IVANHOE AVE,",1175,54,3,0,1,1,154,6,1394
"","BALTIMORE, MD 21212",,,,,,,,,
27035-MEDFIELD/GOVANS ELEM @,900 WOODBOURNE AVE AT,2368,89,4,5,6,1,327,41,2841
CHINQUAPIN,"TUNBRIDGE, BALTIMORE,",,,,,,,,,
"",MD 21212,,,,,,,,,
27036-SCHOOL #214 GUILFORD MIDDLE,"4520 YORK RD,",774,31,1,3,1,1,120,7,938
"","BALTIMORE, MD 21212",,,,,,,,,
27037-SCHOOL #214 GUILFORD MIDDLE,"4520 YORK RD,",513,94,0,1,0,0,100,4,712
"","BALTIMORE, MD 21212",,,,,,,,,
27038-GOVANS BOUNDARY UMC,"5210 YORK RD,",1030,130,7,4,0,1,223,8,1403
"","BALTIMORE, MD 21212",,,,,,,,,
27039-ST MARYS CHURCH OF GOVANS,"5502 YORK RD,",622,111,3,2,1,0,101,5,845
"","BALTIMORE, MD 21212",,,,,,,,,
27040-GRACE UNITED METHODIST,"5407 N CHARLES ST,",1052,213,2,1,0,0,216,6,1490
CHURCH,"BALTIMORE, MD 21210",,,,,,,,,
27041-GRACE UNITED METHODIST,"5407 N CHARLES ST,",1366,258,6,7,0,1,239,11,1888
CHURCH,"BALTIMORE, MD 21210",,,,,,,,,
27042-CORNER COMMUNITY CENTER,"5802 ROLAND AVE,",1243,205,1,5,0,0,248,8,1710
"","BALTIMORE, MD 21210",,,,,,,,,
27043-SCHOOL #407  WESTERN HIGH,"4600 FALLS RD,",587,72,1,2,0,0,104,3,769
"","BALTIMORE, MD 21209",,,,,,,,,
27044-SCHOOL #233 ROLAND PARK,"5207 ROLAND AVE,",953,106,2,3,2,0,140,4,1210
MIDDLE,"BALTIMORE, MD 21210",,,,,,,,,
27045-ST DAVIDS CHURCH,"4700 ROLAND AVE,",1349,154,11,3,0,1,246,6,1770
"","BALTIMORE, MD 21210",,,,,,,,,
27046-BOLTON STREET SYNAGOGUE,"212 W COLDSPRING LN,",660,77,1,1,0,1,131,5,876
"","BALTIMORE, MD 21210",,,,,,,,,
27047-MEDFIELD HEIGHTS RECREATION,"1501 WOODHEIGHTS AVE,",862,111,2,5,1,3,234,12,1230
CENTER,"BALTIMORE, MD 21211",,,,,,,,,
27048-RUSCOMBE GARDEN APTS,"4800 YELLOWWOOD AVE,",772,32,0,4,0,0,83,3,894
"","BALTIMORE, MD 21209",,,,,,,,,
27049-SCHOOL #221 MT WASHINGTON,"5800 SMITH AVE,",2331,270,5,7,1,0,363,31,3008
LOWER,"BALTIMORE, MD 21209",,,,,,,,,
27050-ELDERSLIE ST ANDREWS UMC,"5601 PIMLICO RD,",981,41,3,4,0,1,108,11,1149
"","BALTIMORE, MD 21209",,,,,,,,,
27051-LEVINDALE HEBREW GERIATRIC,"2434 W BELVEDERE AVE,",215,17,3,0,0,0,20,1,256
CENTER AND HOSPITAL,"BALTIMORE, MD 21215",,,,,,,,,
27052-SCHOOL #223 PIMLICO ELEM,4849 PIMLICO ROAD (ENT,2216,71,2,2,2,0,253,23,2569
"","ON THORNDALE),",,,,,,,,,
"","BALTIMORE, MD 21215",,,,,,,,,
27053-SCHOOL #62 EDGECOMBE CIRCLE,"2835 VIRGINIA AVE,",1259,47,3,2,1,0,138,19,1469
ELEM,"BALTIMORE, MD 21215",,,,,,,,,
27054-C.C. JACKSON REC CTR,"4910 PARK HGTS AVE,",427,22,2,0,1,0,63,7,522
"","BALTIMORE, MD 21215",,,,,,,,,
27055-SCHOOL #5  LANGSTON HUGHES,"5011 ARBUTUS AVE,",643,27,1,1,0,1,73,5,751
ELEM,"BALTIMORE, MD 21215",,,,,,,,,
27056-BEL-PARK TOWERS,"3800 W BELVEDERE AVE,",767,33,1,0,2,0,88,13,904
"","BALTIMORE, MD 21215",,,,,,,,,
27057-BEL-PARK TOWERS,"3800 W BELVEDERE AVE,",1661,61,1,1,2,0,188,17,1931
"","BALTIMORE, MD 21215",,,,,,,,,
27058-SCHOOL #223 PIMLICO ELEM,4849 PIMLICO ROAD (ENT,547,23,0,0,1,0,58,3,632
"","ON THORNDALE),",,,,,,,,,
"","BALTIMORE, MD 21215",,,,,,,,,
27059-PUBLIC SAFETY TRAINING CENTER,3500 W NORTHERN PKWY,766,36,2,1,0,0,96,11,912
"",(ENTER ON MANHATTAN,,,,,,,,,
"","AVE), BALTIMORE, MD",,,,,,,,,
"",21215,,,,,,,,,
27060-PUBLIC SAFETY TRAINING CENTER,3500 W NORTHERN PKWY,1244,118,2,2,0,1,154,11,1532
"",(ENTER ON MANHATTAN,,,,,,,,,
"","AVE), BALTIMORE, MD",,,,,,,,,
"",21215,,,,,,,,,
27061-SCHOOL #401 NORTHWESTERN SR,"6900 PARK HEIGHTS AVE,",635,40,0,3,1,1,80,6,766
HIGH,"BALTIMORE, MD 21215",,,,,,,,,
27062-SCHOOL #401 NORTHWESTERN SR,"6900 PARK HEIGHTS AVE,",1361,296,3,3,1,0,258,10,1932
HIGH,"BALTIMORE, MD 21215",,,,,,,,,
27063-CROSS COUNTRY ELEM SCH,"6900 PARK HEIGHTS AVE,",1462,263,2,2,2,0,241,14,1986
"@NORTHWESTERN (GYM)","BALTIMORE, MD 21215",,,,,,,,,
27064-ENGINE HOUSE #45,"2700 GLEN AVE,",1257,342,3,7,1,0,275,4,1889
"","BALTIMORE, MD 21215",,,,,,,,,
27065-CROSS COUNTRY ELEM SCH,"6900 PARK HEIGHTS AVE,",1974,616,0,7,3,0,480,16,3096
"@NORTHWESTERN (GYM)","BALTIMORE, MD 21215",,,,,,,,,
27066-SCHOOL #401 NORTHWESTERN SR,"6900 PARK HEIGHTS AVE,",1594,497,3,3,0,1,368,17,2483
HIGH,"BALTIMORE, MD 21215",,,,,,,,,
27067-SCHOOL #241 FALLSTAFF MIDDLE,"3801 FALLSTAFF RD,",1591,209,2,4,3,0,306,29,2144
"","BALTIMORE, MD 21215",,,,,,,,,
28001-SCHOOL #241 FALLSTAFF MIDDLE,"3801 FALLSTAFF RD,",1103,55,1,5,0,0,160,15,1339
"","BALTIMORE, MD 21215",,,,,,,,,
28002-SCHOOL #224  GROVE PARK ELEM,"5545 KENNISON AVE,",1820,69,3,1,2,0,188,17,2100
"","BALTIMORE, MD 21215",,,,,,,,,
28003-SCHOOL #177 GEORGE MCMECHEN,"4411 GARRISON BLVD,",372,15,0,0,2,0,46,4,439
JR/SR,"BALTIMORE, MD 21215",,,,,,,,,
28004-SCHOOL #224 GROVE PARK ELEM,"5545 KENNISON AVE,",550,28,0,2,0,0,90,8,678
"","BALTIMORE, MD 21215",,,,,,,,,
28005-FOREST PARK SR CITIZEN CTR,"4801 LIBERTY HGTS AVE,",1402,42,0,0,1,1,158,9,1613
"","BALTIMORE, MD 21207",,,,,,,,,
28006-FOREST PARK SR CITIZEN CTR,"4801 LIBERTY HGTS AVE,",2018,62,4,8,5,0,262,18,2377
"","BALTIMORE, MD 21207",,,,,,,,,
28007-SCHOOL #64 LIBERTY ELEM,"3901 MAINE AVE,",938,39,0,4,0,0,121,7,1109
"","BALTIMORE, MD 21207",,,,,,,,,
28008-SCHOOL #64 LIBERTY ELEM,"3901 MAINE AVE,",1267,39,4,5,0,0,162,17,1494
"","BALTIMORE, MD 21207",,,,,,,,,
28009-SCHOOL #201 DICKEY HILL ELEM,"5025 DICKEY HILL RD,",1570,88,1,5,3,1,239,17,1924
"","BALTIMORE, MD 21207",,,,,,,,,
28010-SCHOOL #232 THOMAS JEFFERSON,"605 DRYDEN DR,",1685,88,0,1,0,1,206,15,1996
ELEM,"BALTIMORE, MD 21229",,,,,,,,,
28011-SCHOOL #232 THOMAS JEFFERSON,"605 DRYDEN DR,",1641,70,0,4,0,0,197,19,1931
ELEM,"BALTIMORE, MD 21229",,,,,,,,,
28012-SCHOOL #232 THOMAS JEFFERSON,"605 DRYDEN DR,",1138,106,3,4,2,2,185,14,1454
ELEM,"BALTIMORE, MD 21229",,,,,,,,,
28013-WESTSIDE SKILL CENTER,4501 EDMONDSON AVE -,1178,42,1,2,1,0,125,13,1362
"","REAR OF BLDG.,",,,,,,,,,
"","BALTIMORE, MD 21229",,,,,,,,,
28014-SCHOOL #246 ANNEX BEECHFIELD,"301 S BEECHFIELD AVE,",450,27,3,3,1,0,59,2,545
ELEM,"BALTIMORE, MD 21229",,,,,,,,,
28015-SCHOOL #80 WEST BALTIMORE,"201 NORTHBEND RD,",1404,153,3,7,3,1,277,12,1860
"","BALTIMORE, MD 21229",,,,,,,,,
